8200, 4093
2ffd, 4a85
548a, 5413
ef68, bf83
653b, 00c2
349e, 3566
a5b2, dcb7
ded8, d934
7b1e, bc41
a6ba, dd51
3074, 2795
3277, 3639
1c98, 190b
5adc, 2c6e
2caf, 9a62
7b46, 784a
0ad4, cee1
d1fa, ae7d
85d3, 380f
ba85, bd09
7461, e15a
32de, 39eb
63b3, fbb4
fb03, f89c
e8c0, d5e8
da3a, 1a6a
dbf9, d97b
5b2d, c1b8
38a0, 5863
c3bf, 0eb8
47c3, 4344
8d4c, 146b
8e9b, 887e
f52e, 9d21
a529, 5bf2
0451, 7545
d025, b307
9772, e7b7
79dc, 5936
c460, e640
66fb, 0b4f
a1b5, aa68
d949, 6c85
0b09, 093c
80bc, c385
f993, fb94
7e59, 7d54
1fe0, a2cb
e85b, 4afa
0b2e, 5d2d
b4ce, bab1
8aef, 8a98
c590, 8f4c
1806, f568
e28a, 4a7b
7400, 6262
9de6, 9eda
2a31, 458a
e6ab, 1033
9d92, 2e74
6b14, 67d8
c7f6, a17e
7fc0, bbd1
c744, ca49
7c12, 8524
ac07, a202
8765, 8347
dc8b, d1d6
2f1f, 2e19
c095, c199
4216, 447b
4282, 4da3
891c, 8913
f5f2, c2f7
ba44, adf8
08bd, cfc8
bb87, bc07
5d1b, cade
f191, 501c
248d, b64a
990f, 9073
c056, 74af
07ed, 0aee
c3c8, a9cf
185e, 1ae1
c4f3, c1fc
94a1, 49b1
d103, 44c0
b0dc, 13d6
0bee, 7a00
4c41, 5491
03c3, cc60
7c03, 1f34
7cc8, 9f5a
e8e6, 1bd5
e9fc, fb69
2fc6, 2b9d
0c6c, 0263
6f58, f654
90b8, 39b0
4893, 4242
3e12, 378d
62dc, 6817
0952, 0557
490e, 4079
da88, c989
0433, d595
fae0, 664d
29b3, 482d
d3ea, 440b
fa29, 9899
407f, 96c9
f9b4, 86df
5b7b, 0d78
cd29, cca2
ce4e, bb76
06bf, 5a24
42bc, 49b3
8de2, d95d
143c, bd05
aa00, a80f
6f77, a41f
1d5e, 1e3d
9c35, 3b0e
1d11, df19
5ed3, 3fb8
acc1, 20e1
e3f1, e31d
0b01, 22cb
81c0, 329b
3105, 15b7
7002, 0710
31d4, 6118
0044, d8fa
f7c8, 561e
b058, 1ee4
f82d, 7f79
098f, 01fd
4978, d05d
9f3b, 92a9
da3c, 787c
5c84, 7b18
5479, 3c91
0532, 020d
2827, a1af
366b, 1666
d1c1, 91df
bce4, a74b
5c3c, 0e77
42d5, 8ffc
7a17, b574
1d59, 1e34
6d22, 3552
efa3, 5fc7
8ce2, fba0
0b47, 0cec
1fa2, a6a7
aae6, a85b
9736, 50bc
b9f3, cb25
6128, 6c15
57db, 7c0c
17f2, 1119
64ad, 795a
d980, f79e
a645, 7374
7c3a, 1519
9d1a, f518
46a2, 8888
6e8d, fb82
c4c3, 2a0c
1051, b5b8
c60e, a506
46d1, 7208
112b, df46
03ec, 72f8
33e2, 4bba
09c5, 0769
3a8c, 5faf
b4b9, b1d4
3ee6, 3dd6
8587, b9b7
4c94, ea69
52b3, 5844
39bb, 230c
1bb4, b368
97f6, 783d
30c7, bc65
1841, 1bff
73e4, 3640
cc59, a055
f438, ca3b
5626, 047b
59b9, 52e4
935d, 93ae
52bc, 5d49
f694, 1590
d19f, ee6d
8e23, 475d
fc8a, f2e6
64e9, 654c
76ff, b507
1a3d, b8f3
1e4b, 1dfe
6880, 0f8b
1239, 163b
84a8, 88fa
ae54, ad59
7fb0, cfc3
59b1, 471f
5b99, b976
4d65, 759f
d5a9, a05e
b17b, b7a9
5bb8, 2ee2
5893, 5bc5
1068, 41b4
1d7e, 4a77
d3a5, 2937
af53, c554
d517, 3c83
00a3, 6d68
a329, 46f4
48c5, 4318
e18d, e521
61ee, 648b
6381, 1a47
7697, d8bc
c43a, 99d2
fe78, 3c4c
6f00, 92c7
0a37, 41f9
dce5, 5b95
2aea, 2ce7
408c, 87af
a59f, b2e2
0028, 604b
9984, ca3f
22cb, 0b01
d9fd, 4228
4984, 49b4
5985, d06f
9cd5, 9672
966d, d064
6881, 1383
673a, dd87
18f3, b123
266a, 89ea
9745, b013
30ee, 3eb9
438a, 83d3
3532, 52a7
2fa1, b8aa
9429, c464
4e28, 4efb
be5d, 90c8
36a5, b62a
c750, a2ec
d631, 8cde
04cc, e5e1
28e8, 2bbe
f347, 4787
de0b, 896c
08f8, ceef
bbf4, b849
ad48, a294
8738, d1c4
96ab, f5a9
a506, c60e
2d07, df1b
e32c, e643
798d, 26b2
a226, 1921
a891, f0c7
4bfe, d486
c6a4, 026b
3964, 340f
c984, dd17
ac4d, 92fc
a6c1, a3cf
c994, c599
b9af, bc89
d63c, 1fa0
8931, 390b
2653, 8f57
69d6, a056
5fe1, 53bf
7b6b, 7dac
1863, 4b35
4f56, 40af
eef5, ed13
6f2f, 001a
0bd7, 0916
8b17, e949
36d7, 15ea
6535, 6f01
ab59, e43a
6118, 31d4
d80b, 0e67
ffc1, 9a9b
0648, 034b
8321, 3871
4462, 485d
23a9, e696
6f9f, eb64
3198, 396a
404c, a62c
bef4, 5c0d
6981, 6cef
08ef, 0544
1a99, 98e9
80bd, 1b6f
2300, 87b7
b02a, 8641
c72e, dd76
a0bd, afbe
6166, 8c2c
36f7, 5472
947d, 7221
ec2e, eac3
bd61, b229
21a7, 25c6
580a, 5e7a
ef06, eed5
95a6, 9f35
5816, 0396
1fd9, 7fdc
c808, a67f
e2d6, 828a
32a6, 3951
e4bb, e699
4451, d08b
9049, 1cc7
b539, a05d
ec98, 9844
ec94, 7364
1f8e, 10eb
3426, 3912
3d36, e94a
21d8, 95b3
f4ca, 1f20
2f55, e634
a86a, a4c2
b52b, 8c4d
8b19, e063
5a75, 8513
1256, b5f9
c222, 9681
8333, 8665
d6fb, eeb0
2180, 95ed
68f5, 5d2c
e16c, 7bc6
a3f1, c80a
af70, 021e
6a0e, d7e4
5b91, e64a
0526, 5c2a
c449, c64c
a749, 61a5
358f, 111d
6ee1, 1fe5
aa3d, 7df0
41ed, bc0c
01b2, 1ba4
d9d4, a1d3
2706, 2a7f
24bb, 29b0
de6a, ab61
b7c0, b4c5
e9bd, e5ee
7e25, a76e
0c80, 62e3
31aa, dd89
336f, f9bb
b22b, bd46
1d2f, ab72
180a, a0c1
8b17, e949
2c90, efd1
5e0d, 38c8
cec0, 2b92
a49c, df9a
6d2d, 0e18
643b, 615e
301c, 8406
00af, d0a2
21d7, c0d5
dfea, 468f
27f0, 9423
0d59, 6d9b
4e27, ff1e
7f86, 2d80
38f2, b47d
e578, bf8c
e05e, 09c9
74a0, ea78
96a6, 8f23
3849, 35b5
5f6e, e363
a18e, 7fef
e9b6, e2ea
1779, 3f77
cd53, ce5c
0cc4, 0362
6268, d359
8e58, 4bbf
eb2b, dc6b
e4dd, a03c
dec7, b8a6
2911, 7a9b
de33, 6059
a7cb, 71c1
dfe6, 1369
6bbb, 5da5
b6cf, e0be
f2f0, 65b9
1bca, 1017
ab83, 18e0
bac0, b9d1
717f, b522
f771, 131c
7f12, e0f4
8aa9, 8759
76ea, 80cd
6245, 6cf0
d7f4, 4be5
27cb, 5e66
bd48, f4ba
c378, ac7a
52c1, 2ec2
abfc, c0a9
4e5f, 4ba6
0c2d, 5214
2d37, 2a01
66f7, 0629
917f, 9496
3967, 8c95
2a73, 2705
cf51, 0d5e
09ce, 7966
c9fd, cbff
8fb1, 3a96
bbf2, ec00
5b77, 0ca5
5d21, 69ee
561a, 134e
8f02, 6270
fb52, d906
853d, b814
94e8, 3f43
dcae, cff9
e66e, ebb8
0d00, 0eb0
5a1c, a4ab
c2d8, ccdb
b0dc, 13d6
8379, b3ff
3e78, 389b
5249, 5db6
1d17, d626
fa6f, dfc7
f6eb, 6b56
e88b, 88d8
8e2a, 8bf6
6de7, 6bd9
e203, be17
3646, 461d
fad5, 3d1c
7856, 57d1
580c, d28c
be2f, b16d
5187, 091c
1fb1, 408a
1aac, b875
3e6a, 8c4f
66a1, d92c
859a, aad5
a9c8, a0c4
bacc, 8190
c3fb, 2018
2cf0, ce14
a4d2, 2027
fd5f, b6e3
f282, c587
67cc, 8ce1
d593, 53b6
faaa, c4a6
7f01, 6399
c314, 21f0
9f71, 1216
dd40, 1d10
c9b3, 3cff
85bf, 6dd6
4f86, 3d20
98d0, 9582
9e7d, 9fcc
15d7, 1161
0279, 7fa6
ca65, 2160
5a4b, 66b0
e59f, 5f64
1351, 071e
e36a, e656
6a05, 679c
1f58, a03d
77e3, 7aec
8d5a, 7eaa
159c, 1903
bb4b, b8fe
9d20, 9524
c019, 2808
fe9b, fd0e
631b, f7dc
2c6b, e0cc
ebdc, 9cc2
fedf, 6bd0
e0e1, d476
7ff7, b80a
0a8d, 0358
748c, 4c0a
cf4d, 3ac5
5b44, 07bd
6e04, e100
33ca, 3e77
d7f0, eab7
862f, 7674
1b5b, 183e
3a8a, 621d
053e, 6f09
3679, 0a85
4c82, 1ab5
eb5f, 205f
17b2, c440
7615, 8610
ea32, e47d
0ed4, 082e
dd49, a0d3
0d36, 3bf2
283e, b977
33ea, 33d6
7595, 3530
8693, 9558
279c, 2a05
1d71, db9a
5be9, 5727
9d01, 6cc1
afd8, 1af5
e934, 8262
ed61, 5bf8
0c20, 079b
0413, 02d2
6355, 42b8
4fb3, d085
adfa, aef6
08b3, b683
0433, d595
e388, dbaf
7147, c73c
d99d, d3c2
ec37, 771b
7b72, 822d
2c8d, f2bd
054f, 08e4
3607, f976
eeb9, 292b
9fb5, 94e7
ef18, 8f2d
aa49, a744
dfc8, 58b0
8fdc, 8837
505b, cb2b
2741, 2b47
0f4e, cba7
11d8, 218a
5117, 01f4
93f4, 9f29
0ca6, cd9b
f407, f199
b78d, 3c84
ab81, a88f
49c8, 4e44
0dd1, 68df
c438, c935
1c96, 3456
6f31, 6056
0259, 759c
5ae6, 57ba
61b3, 3024
167f, d671
a605, 1f00
271a, 5dc7
2f29, 2344
10f0, f10a
9507, f9c7
e791, 1877
b469, b1a4
cca3, 946a
6193, 622e
9fba, 208f
9269, a284
84cf, 885a
d6b0, a0b5
e49c, e2b9
fdb7, 54b7
6acd, 0c70
1e4d, 4d2e
cdbb, daba
8140, b71c
5790, 54c5
1b7c, 1776
1a7f, 869b
7026, ecbc
b685, a534
d6e8, d3bb
11dd, 156b
cafa, da7d
9b45, 9927
a39b, ac99
ea09, aec2
3ff8, 4eea
cb4f, cc48
3734, 3900
c49f, f1e8
7391, 0f94
c970, 9590
2827, a1af
60d0, 5920
85d9, 89e9
2e19, 2f1f
048d, 4796
9a08, 5b5a
ebf6, e7ab
4eb0, 4152
f2ac, 0fd2
04bf, 01b1
71da, 7778
5624, 0ab3
9bb2, 33e3
8c22, 89f9
72f5, 7581
e993, e5c5
1cb5, faa5
15a8, aade
ff00, 36c6
be40, 1158
b1e8, 4949
f2f4, fdf3
6ecf, 68c1
ac94, a398
60ee, 771e
f4bf, cd33
432f, 9e76
bc98, b7e4
f8f0, cffb
a62b, cecc
1de2, b658
d9df, 5a00
6afb, 6581
7fda, e5fa
a940, 2725
48dd, a372
f486, fd8c
1699, 144b
af25, 132c
e56a, 7c66
a8fa, b906
b094, 6d80
3d37, 3834
1d46, 149b
8652, 7968
6bfc, f785
1fe2, a084
8fe3, 985f
e46b, 6234
f6e2, 6de3
dcec, 732c
1f34, 7c03
e7ae, eef1
8a80, 55cb
cf52, bf4c
1154, 832d
0a0d, d588
c369, db6a
aed1, dd8a
0ae7, 6ad9
5fae, 2f37
1a15, dfd8
82d4, 8a03
4d8a, dd95
cfdc, fe12
92cf, 98db
f155, b34c
5d5e, d221
58b2, 9c9b
aa29, d6cb
554c, 6fb3
00d4, 071f
d81f, 0342
d414, adec
1b66, 0cfc
64b2, 6a2d
3a65, 0e19
4f81, e3b0
ee93, d163
0b0d, 0b62
1de6, 1e8a
b024, 8647
5c87, 7541
8c81, 77af
b4e0, 79d4
5093, 01ef
c42c, e613
8c3d, aa96
424c, 4913
0650, 8f41
1383, 6881
2c99, 23cb
2197, ca77
e28a, 4a7b
a118, d074
26f4, 2bf1
9d0f, 289a
7cef, 7940
1743, 1b94
980b, 46f9
3ea3, 8fb5
c0f7, c7f5
2c99, 23cb
b233, f3cf
7ad1, b4df
4084, 1fb7
d1b5, f5ad
096d, fed6
f599, f904
3c9d, 4d73
97d0, 3bf3
28af, 2e31
86a7, b579
1a01, 618e
4900, 9304
b30f, 6f99
9f48, 5514
38d0, b34f
43ad, 465e
2662, 71a3
ce15, 63c1
fd7b, 4321
4b7e, 633b
f3b2, 726c
5965, 5250
fc8f, f2e1
073d, dc8f
6736, abb9
828b, 8801
556a, 8234
092c, 4840
52d2, 5987
0241, 0c4f
5cf5, 57d7
89ca, d231
4631, a422
2cde, 2288
230e, ae81
9d63, 56b4
22d2, 27d6
3fda, 3af2
1133, 0bec
28b8, 22ea
c540, 8373
678f, 7e51
fdc4, a257
57c3, e225
44c0, d103
5877, f234
d198, d320
ea66, e24e
ab6a, c061
7119, 4848
6702, 6296
47bf, 4781
7ef2, bd44
f5b7, 8c1b
30ad, 40aa
720d, 7532
d529, 097b
6312, 30b5
4536, 4961
148a, aa86
a529, 5bf2
4dc0, 4524
2ced, 9319
45d5, 8ff5
7994, 7052
2488, c607
01d9, 5c1c
a1ab, aad0
d65d, 64c9
dc8b, d1d6
36c2, 3258
11ac, 8c83
cac0, 1f1a
7180, a12f
16b3, d59e
2cc3, 2295
2195, 5e57
2e86, 2ddf
e302, e1d8
40cf, 4306
3f1e, 334b
8456, c592
168a, df54
9b3c, f865
a3b3, acba
466b, 10a8
0f1a, ec75
c130, e37e
9f91, 45a4
29e6, 25bf
c70b, 57f6
659e, 6d88
fdd3, 569c
fb8f, 6e80
8824, 7c22
c589, 9a3d
eb0a, 7614
11c4, 8096
d215, f9c5
54b0, bb64
7bcb, 78c8
7a56, 775a
0d90, 0e95
1c1d, 122e
0d0f, baf7
c4ba, 26ed
5221, 5c4f
b265, ff86
8662, b0a9
fc24, bec7
ebba, bd40
c89f, f5be
a054, 7358
cc31, 5e7c
448d, 8a49
35d4, b810
a243, 0ef0
0173, 204f
cb07, c905
924d, 984a
8a62, e732
a53b, c96a
10a8, 466b
1e9d, 1efc
14ea, a734
648b, 61ee
275a, 2466
ed56, da9e
eca6, 81ed
4701, 4e75
804d, 4752
6d3f, 8bfd
bbd1, 7fc0
33cd, 4c53
e856, c3ab
bd52, fef2
ce90, 44bd
0403, f616
d462, d7b6
1f3d, 4869
fed2, 51e2
5df0, 0e1c
934b, 4367
a146, ab9e
4198, 477b
aa0f, a800
58a9, 5e67
7f1c, d58c
24c6, 4045
152a, a91f
b515, 85d1
6ebe, 9daf
f788, 6bfd
e384, 8fb2
f01e, 35c9
d112, ec77
c612, 0906
e007, 5115
9bce, 980e
41f9, 0a37
48be, 4257
9dfd, 26fc
2ef8, c9f1
6be9, 6887
d52e, 2844
b78e, cf89
ddd1, edab
0a65, e621
ff04, af01
6a8b, 68f9
364d, 031d
193d, fed0
83e1, 927c
67c9, 4c4c
95a8, 1b11
ac77, ae1e
ebee, 79c6
0cc3, 5c6a
44e7, 4f6e
4c33, 426c
146f, 4136
b6b4, 73d2
5a1d, 55da
c4e6, c9e2
aad7, 7125
74be, eb82
e214, e771
2693, 9f00
ca6a, c766
afd8, 1af5
32db, ee81
a274, c050
4c55, e7f1
5dc5, d2e5
88ed, e42b
3437, 320c
b864, 8a94
58b1, 5549
e1a2, e7f3
dda7, 7dae
f2c6, 7264
a6d0, ccc5
98a3, 428a
6626, 82cc
13f7, 1e9a
d6ab, f6ca
0f71, 7c5f
5284, 54f0
6b9f, d848
eeaf, e9f4
befe, c2fe
d9cf, d291
08ab, d64b
81f3, 842c
a2fb, a2c3
c47f, af13
cd2f, 4962
c90b, be52
71c2, 1458
f32a, 914d
c491, ee1d
a515, f725
7229, b927
283e, b977
1b62, 3bbf
c725, aff1
6a60, 9da9
8f0b, 42ae
775f, 7a51
0c26, 0a22
e5d4, 329d
72a0, 0f74
c657, 0488
2966, 235c
0f6e, a661
258d, 218c
9f81, e835
0a23, 0c2e
013b, 0438
df93, 25c2
8ede, 8368
97a6, f391
7f22, 7a60
0466, 016a
6d2b, f2b5
d185, ee7b
68ef, 5bd1
b103, 5be8
b68f, 37dd
a1ce, 4e50
7a42, 7f54
ee1e, ac80
f3c5, b3bc
32d7, 3ce9
6596, 4a2e
7f4a, 0e91
56ab, d6a1
799b, e57e
a60d, aaf4
de86, dddf
5a5f, 5761
dd30, 485c
b2e7, 2fb1
6416, d099
502a, 0626
be80, b85b
67a5, 67a0
190e, 1c9d
891c, 8913
cabe, ccb3
e739, ea30
0ddf, 9a2f
a4a2, a8d3
e5c2, f73c
d30f, 2c78
348c, 3816
1398, 1efe
ed11, 3547
73a4, 70cd
75bd, 78cf
b351, 1a51
3818, 3546
4f64, d032
1221, 4cfa
5bee, 0726
0c5b, 0df5
556d, 0c6e
3bd6, 1ba9
6e5c, e11e
5691, 044c
d85d, de6e
4b06, 4cfe
caed, 0f43
1d5f, b850
d88f, e838
3fc5, 945b
719d, fe1b
24c4, bdda
b7e8, 4573
c362, 006d
5113, 134c
897b, 8c39
b35b, ec15
c129, 2a24
7828, 7b2b
2ea8, 293a
e185, e4d0
6deb, 4dcb
833e, 4e89
2b77, 2116
e32d, e64e
0163, 5a6c
29e0, 4d48
cca8, 1e96
35a1, e9c8
c744, ca49
8afb, 34c2
6098, 630b
105a, 1336
58e1, 5ebf
5b9a, e641
02e2, 0a40
5e29, 57eb
323b, 3f79
2f9d, 5de8
77cd, ef09
d5f6, a47b
f2e2, bc26
133d, 165e
fc55, 6e9b
1536, 1951
56b6, 5449
59b8, 615b
5212, 3d07
f387, 9179
e218, 7eec
88ea, 9685
252d, aede
1061, 7d55
c8b2, 483f
40e7, 1ece
8d68, 1c02
428c, 380c
00d8, 36bd
3c81, 69ba
99e3, f88f
d0a7, a6a2
c5d6, 1d2a
504f, 5f21
194b, f3e3
b991, dcd2
a46c, e64b
0a4d, 02ef
386b, 3b38
c4d5, 7b97
0d5e, cf51
7450, 7642
1c69, e128
c05b, c959
464e, 44c1
1f20, f4ca
a580, 2c48
516b, 50c1
d2eb, e8c5
9c10, 9b14
c849, c34f
eaae, 8438
9ee3, 800b
dd39, e5f1
09aa, 355a
29c8, 229b
09fc, 05f3
8a17, b129
aa83, a78c
a373, cc74
b6f7, b349
16c0, c07d
53d8, 3fed
3dbd, 96ba
1d03, 6827
35a4, 8a38
5ca3, 0666
6958, b09a
a493, 456c
273e, 5075
c470, af1a
0825, 3675
b05c, b45c
2e08, 2c7f
f123, 50a6
7685, 1fa6
05c3, 8278
2d60, cb65
ed6a, f338
9ae3, 3648
951c, a68d
4f2f, 4240
5e90, d9e0
08a4, 027a
a3a0, 362c
dd42, 5244
eded, c62d
eb01, 317e
142e, dd8b
0c8d, 62e8
04ac, 7f11
7572, 4292
a46b, c559
a995, 70f8
d276, 420a
f078, 9c74
6774, 3a97
d712, 4ebc
6bfe, e1c6
d2a6, 39c4
7342, 7896
d692, 544a
bc84, dcc1
b088, bfeb
4376, 92ad
0c49, bcfd
3c34, 6ab8
5b38, 23aa
3112, 6b89
a048, 50fa
3127, 60b6
bfd4, dafc
378c, 3e16
33f9, 3022
2979, ea5d
a372, 48dd
65ce, 6dd8
beae, 0094
47f3, 407d
22d0, 02f8
c786, d4dd
b929, 1e21
9432, 8054
d250, 5fc8
0bf3, 4515
f2ef, c782
f510, f812
fd67, 02e1
6c6a, 67c8
e13e, e4ad
c30a, f894
1f8f, cf2f
4ab6, 478f
4d61, 1baf
7567, 9167
41d2, 4569
b992, b7f9
4c82, 1ab5
1380, 127d
ffce, 15c1
0b6f, 77dd
5213, 735c
e8e7, eeb2
c474, cf70
89b0, 4b68
1639, a680
009e, c95b
6d0e, f535
164a, fa90
6047, 06ce
121e, a92d
628e, e6cc
fa7f, 364c
8a3a, b21d
1ca7, c145
67a4, 6970
d422, cfc4
a2ef, c756
f98b, f7e0
486e, 44e1
71a4, 7713
1c35, 1950
51b2, 7957
7078, 518a
a659, 018f
6ce5, 628c
a826, 7421
c389, 0b8c
3a57, 62cc
644a, 6def
2b21, a2a2
323a, 52a6
b7ba, 8181
169f, a30a
0789, a85a
2ecf, 6dab
6507, b631
4b83, 4132
52c7, e9ca
f22e, fc1d
4120, b336
e2ed, e9be
a552, 628f
e520, 0a6f
4c00, 12cc
0ae9, 1d64
642e, 65b1
ef19, 887f
40da, b0d3
2d57, e546
4f97, 4532
15d7, 1161
8fa0, b342
0e78, 6dcd
7a62, 16ad
5e03, 8e4d
3c4a, 0a0b
b710, 8a4c
cd68, adbb
38c7, 3b02
a016, cd7f
9d1b, 9511
15fe, 2f83
74da, 747d
048a, 0186
24f8, 2d12
e3ae, e8d8
0d35, b06c
b3e9, e077
9168, 973e
f910, fe14
0c02, 733a
0b50, 9ff1
1023, fb75
ba5c, 37ed
eba3, 86b8
f9ad, b370
b29f, c618
7409, 4bab
a7ad, ebf0
e175, 6f8c
2498, 6b70
89d0, bec3
74b4, a71f
e1ee, e099
8ff0, ef15
bfa0, 8342
9ac9, 9f95
2121, 41af
24f5, 618b
796f, fe1c
27dc, 22dd
8277, 8639
62c5, 6a67
2582, 2e93
2d36, 2e51
84da, 4238
255b, c077
0544, 08ef
a2e2, ace7
6e3f, 6d51
bc14, bac1
7626, 0bcf
03b8, 06bb
4eb6, e85c
ee13, d73d
580d, 2230
d0ef, 440c
5513, 0e5c
1668, d0ad
d93b, 51a3
4cbd, 3bb9
d078, a30b
b5e2, 7fab
33c6, 3879
4c69, 4ad9
a253, ac53
4090, b570
7771, e087
7e8e, 7d8d
1000, 6cf9
3a0a, ed85
122f, 1620
c034, ff52
9b33, 3b7d
f723, 52ab
3b13, 3845
25be, c872
54ba, 5548
6de7, 6bd9
8232, 7552
648f, 65fd
cc93, c39a
279e, 8e0a
9952, 3040
a78d, f2b4
33d8, 38b5
78db, 79fd
2a84, c8dd
7733, 61bd
608e, d8f3
ac79, abfd
5185, 54d0
b571, 2824
5974, aa6e
8b95, 887c
62e1, 6a4e
aac6, 50ff
19bc, 3b9c
22fd, 0e2a
fc2a, fe28
7f35, 4c68
2fb9, 58ec
7589, 7a05
f656, f33a
e8aa, eb36
6bdd, 5afb
8a1b, 744e
bbc5, 4cbb
0d07, 6802
23c8, 2994
31a1, 3984
d350, e63f
a07d, 3c9c
a009, a7fb
d7f8, 6854
180f, 2326
f2e7, 56dc
c329, f80a
95b7, 4d14
b691, 625e
0bcd, 08ce
828c, 8f16
030f, 712f
66c9, 7853
4cef, 42e1
4fbf, d38a
245d, 5fc3
629b, 688d
3062, f06f
d2e9, dd65
5bcb, 2c6c
1dd4, bfa8
ab01, a9fe
aebb, 4e0d
bd99, b4cc
2b40, c72a
7316, 731a
5b3e, 23a1
b2aa, e531
5553, 974a
e5c8, e12e
e44b, 6c66
25d7, c76d
dcea, a3b0
bad1, b7b6
c74f, ca41
feb8, c99b
508f, e7b8
56c8, 1533
da9e, ed56
ced0, b078
2cfd, ce1a
9633, b60d
cb0b, cbd6
e0be, b6cf
9d01, 6cc1
fbd1, 5c5d
ac62, 9290
f2e7, 56dc
8cf1, b3d1
47ee, 80ce
2d00, d0fc
1df1, 389a
8394, b641
64dc, 5f3a
d270, dc05
d756, d3ee
5c88, 32bd
2e09, 2c75
cf3f, c031
435f, 40a6
fabb, fcd0
c5dc, 3a47
9a96, 977a
193a, f8f4
43d0, 6f90
2478, 52ee
46a5, 4355
1fe5, 6ee1
2d81, e735
672e, 6cb1
7bf6, 773b
6375, fcac
f234, 5877
6df4, 8a08
6e7c, b10b
c7ab, 500c
8a0e, 924a
7b3b, ae86
049d, ba1d
cdb6, 56bb
c3a4, 9654
b9a6, 697e
79f9, 75f4
33bf, 3744
8d7d, 33a4
f1a7, fc6a
85c5, af4d
916d, 60c3
c047, fa53
da60, 7628
6de4, a678
1c0f, f008
13cd, 3203
83f9, e053
563f, 527a
2a72, cf84
fdfd, f2ff
ffdc, b8bf
e11f, 844f
6685, ec1e
880e, 5f0b
b623, 9dd6
bc89, b9af
aaa5, ed7c
6e2c, 33a6
e46d, 6bba
6ef3, 6d4c
06d7, 6fd2
2deb, 9f41
20b9, 6730
82f9, fcb3
aef3, 1d40
c95e, 0098
0e7a, 0e76
6c0d, 7c46
6443, 8da1
37e1, 34d6
b21d, 8a3a
b405, ba31
1e18, 814c
0753, 0a5c
7f55, 06fa
b5ad, 21f4
3f99, 8565
628c, 6ce5
74bc, 6582
972a, 12af
1361, f511
6239, 6c57
dc0c, c377
64b7, 3184
2352, 893e
d31c, 2870
85c5, af4d
1dc1, 1014
40f3, 910f
ab40, b1f5
b96a, a942
cdb4, a856
8ebb, 8201
1895, 13f8
df7a, 2377
a672, d57d
c4dd, fc37
6f8b, d4d2
a877, d6f5
e3ff, 7379
7619, bd7f
9cc1, f576
e749, 8017
71b9, 7489
2ce2, 22b7
89e9, 85d9
8c24, bb6f
f7df, fb35
64f9, aaa3
85b4, 08db
f87f, c5c0
a837, 1d32
4ef6, 4b2f
fe7a, 9d91
b84e, 155b
4e5a, 4ea6
58db, b173
67ae, 6376
a62a, efdb
5b02, 59a0
7922, ec49
6d1c, 6e25
59e9, 5745
c06b, cf68
d8ff, db16
bfde, e6eb
953c, 3e81
8f3e, 94e0
a2aa, b2f2
5f49, 0eae
3eec, a52e
e1e0, 7556
3207, 4d89
da65, dcb8
6d4d, f4e8
b31c, 9ca6
6934, cbb2
b1e2, b787
f11c, 6810
0323, 6fba
7f85, e36e
b8ea, 9523
3047, cb7b
05f6, 62fa
4edf, 05d6
f21e, d611
d51e, c223
8651, 1a38
2b7d, a332
a916, a51a
9015, 9b28
96a4, c6a9
9e55, 9da5
5e11, 5f14
a4db, 4a8d
4de5, 4ed0
db22, d6c9
66af, 2738
9d68, 2e38
5e67, 58a9
be1a, 8d41
27cf, 80e9
28b7, b451
3ed6, 63cc
5994, e35a
3067, ab30
50c5, 6813
0a8b, cfac
04b2, 01b7
7bad, 74fb
2959, d355
2547, c82c
f7d8, 6313
84c8, 8454
a2e2, ace7
6a0e, d7e4
65ec, 6983
b2b1, 6555
7f20, e04c
6631, 6206
dacd, ada0
94eb, 3f25
81b9, 899e
45ed, 4763
95ad, 7f93
4a78, 48ff
4ea8, 485b
4b11, b99f
a1f9, 7b84
a2c7, dc94
50a4, 6662
256c, 53d4
ec51, 726a
6520, 011d
ad67, a82c
c252, a956
5975, 5478
87e0, 87d5
f3b7, 8ee7
0917, cdbc
fa4d, 95ca
6b76, 5c26
6aa0, bf1f
5acd, 84fd
5bb4, 0122
3ac1, b6b6
5708, 5caf
c4b9, 1159
d50d, a97b
620a, 91a8
c86b, bdfd
70d0, 6d60
1298, 50aa
b5e7, 06e2
1b5f, 1e31
59b0, 55e5
56d4, 6a4a
4c4d, 1eca
26fa, 2bf7
4f20, 454f
74a4, ea0d
bff7, be91
1acc, 1f29
4518, d8b2
9c4c, ef6f
3c7e, 3bf7
7aad, 77ae
4f3b, 42a9
a6cd, 5de0
c4f4, 27f2
1ebf, 755c
cc00, 1294
f4ec, 2bc6
8e52, f90b
70a7, 7719
19b5, 6bcc
4c97, 1e2b
2a5a, c761
f022, 6792
8e6b, a02b
e2be, e891
a660, c262
cdc8, 2bcb
89e1, 82d6
6e72, 6dc7
61d1, 67bf
d59b, 16b5
9c82, 1ae8
9c70, f07f
7300, ad9a
3833, 78b8
8cd1, fca4
b2d5, b611
c81e, c216
4401, ae67
65bd, 4dd9
9e5f, 9ba6
0bcd, 08ce
dec6, a7c0
47cc, 99c6
22b4, 2ce9
4dae, 4e5e
68b7, 0d1b
1559, 18eb
da22, 7b06
311a, 30d4
adcf, 25df
7117, 7412
d934, ded8
